,User Name,User Image,User Following,Users Followers,User Likes,User About,Post Link,Average Engagement
10,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7189410561870875950,0.041416165664662656
11,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7187116618592554286,0.05811623246492986
12,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7185719774276619563,0.1683366733466934
13,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7184619095910862122,0.05410821643286573
14,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7183157123486911787,0.12358049432197729
15,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7182811818455239982,0.08016032064128256
16,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7180548202679242030,0.14161656646626586
17,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179814557567733038,0.10888443553774214
18,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179450599237225771,0.08684034736138944
19,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179448854490811694,0.07548430193720775
20,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179448138682354987,0.07348029392117568
21,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179400880779955502,0.04809619238476954
22,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7179054101794229547,0.08617234468937876
23,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7177528403631951150,0.07481629926519706
24,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7177513156401499434,0.050100200400801605
25,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7176403448974413099,0.09018036072144289
26,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7176310934250605866,0.052772211088844355
27,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7175760373000260910,0.0781563126252505
28,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7175666106575670571,0.06346025384101536
29,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7175565854111812910,0.04542418169672679
30,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7174627622389812523,0.05744822979291917
31,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7174568649754234154,0.05678022712090848
32,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7174199994743000366,0.08617234468937876
33,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7174128061846179115,0.07682030728122913
34,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7174120644844555562,0.033400133600534405
35,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7172771547759922475,0.22778891115564462
36,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7170753433656364331,0.11356045424181696
37,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7169999942445010219,0.07682030728122913
38,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7168541166223297838,0.09552438209752839
39,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7167657513620573486,0.156312625250501
40,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7167498880802737454,0.11422845691382766
41,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7166722221065440558,0.07682030728122913
42,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7166369596587396398,0.13760855043420173
43,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7165249474997144874,0.09686038744154976
44,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7165231327036394795,0.06212424849699399
45,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7164857774801734954,0.20774883099532399
46,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7164109765776313643,0.09352037408149633
47,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7163444310539619630,0.07548430193720775
48,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7163054194604133674,0.07014028056112225
49,charlidamelio,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/337bc1be6d3b44a568234119830c8ea3~c5_100x100.jpeg?x-expires=1675314000&x-signature=dryjXDS90010ACO04Sb305Z0WpA%3D,1300,149700000.0,11300000000.0,No bio yet.,https://www.tiktok.com/@charlidamelio/video/7161657973713177902,0.11756847027388109
